SB00,SB01,SB02,SB03,SB04,SB05
136.03,106.89,127.72,248.15,206.31,106.74
67.72,69.6,73.28,62.3,61.27,63.81
115.49,103.64,100.98,137.12,132.75,101.38
106.89,127.72,248.15,206.31,106.74,122.36
69.6,73.28,62.3,61.27,63.81,53.88
103.64,100.98,137.12,132.75,101.38,91.93
127.72,248.15,206.31,106.74,122.36,156.42
73.28,62.3,61.27,63.81,53.88,104.46
100.98,137.12,132.75,101.38,91.93,102.05
248.15,206.31,106.74,122.36,156.42,87.72
62.3,61.27,63.81,53.88,104.46,60.29
137.12,132.75,101.38,91.93,102.05,152.57
206.31,106.74,122.36,156.42,87.72,135.01
61.27,63.81,53.88,104.46,60.29,55.1
132.75,101.38,91.93,102.05,152.57,125.21
106.74,122.36,156.42,87.72,135.01,75.39
63.81,53.88,104.46,60.29,55.1,79.44
101.38,91.93,102.05,152.57,125.21,144.28
122.36,156.42,87.72,135.01,75.39,153.17
53.88,104.46,60.29,55.1,79.44,69.11
91.93,102.05,152.57,125.21,144.28,109.08
156.42,87.72,135.01,75.39,153.17,78.0
104.46,60.29,55.1,79.44,69.11,56.97
102.05,152.57,125.21,144.28,109.08,112.98
87.72,135.01,75.39,153.17,78.0,132.96
60.29,55.1,79.44,69.11,56.97,62.95
152.57,125.21,144.28,109.08,112.98,127.88
135.01,75.39,153.17,78.0,132.96,127.92
55.1,79.44,69.11,56.97,62.95,44.81
75.39,153.17,78.0,132.96,127.92,73.99
79.44,69.11,56.97,62.95,44.81,74.44
153.17,78.0,132.96,127.92,73.99,133.61
69.11,56.97,62.95,44.81,74.44,56.11
78.0,132.96,127.92,73.99,133.61,79.16
56.97,62.95,44.81,74.44,56.11,49.82
132.96,127.92,73.99,133.61,79.16,75.39
62.95,44.81,74.44,56.11,49.82,55.88
127.92,73.99,133.61,79.16,75.39,97.18
44.81,74.44,56.11,49.82,55.88,51.38
73.99,133.61,79.16,75.39,97.18,128.09
74.44,56.11,49.82,55.88,51.38,32.14
133.61,79.16,75.39,97.18,128.09,115.91
79.16,75.39,97.18,128.09,115.91,78.84
75.39,97.18,128.09,115.91,78.84,72.98
97.18,128.09,115.91,78.84,72.98,123.0
128.09,115.91,78.84,72.98,123.0,104.63
115.91,78.84,72.98,123.0,104.63,83.98
78.84,72.98,123.0,104.63,83.98,107.98
72.98,123.0,104.63,83.98,107.98,32.34
123.0,104.63,83.98,107.98,32.34,88.43
104.63,83.98,107.98,32.34,88.43,81.26
83.98,107.98,32.34,88.43,81.26,80.55
107.98,32.34,88.43,81.26,80.55,92.64
40.39,63.42,85.79,74.48,141.3,197.96
63.42,85.79,74.48,141.3,197.96,199.17
85.79,74.48,141.3,197.96,199.17,122.65
140.78,187.73,140.55,108.82,100.64,138.42
74.48,141.3,197.96,199.17,122.65,81.54
187.73,140.55,108.82,100.64,138.42,161.58
141.3,197.96,199.17,122.65,81.54,70.12
140.55,108.82,100.64,138.42,161.58,170.83
197.96,199.17,122.65,81.54,70.12,72.36
108.82,100.64,138.42,161.58,170.83,140.35
199.17,122.65,81.54,70.12,72.36,76.72
100.64,138.42,161.58,170.83,140.35,162.12
122.65,81.54,70.12,72.36,76.72,52.53
172.15,101.78,187.47,127.96,126.63,98.7
138.42,161.58,170.83,140.35,162.12,118.16
81.54,70.12,72.36,76.72,52.53,69.63
101.78,187.47,127.96,126.63,98.7,92.53
161.58,170.83,140.35,162.12,118.16,108.78
70.12,72.36,76.72,52.53,69.63,65.51
187.47,127.96,126.63,98.7,92.53,105.18
170.83,140.35,162.12,118.16,108.78,80.64
72.36,76.72,52.53,69.63,65.51,59.12
127.96,126.63,98.7,92.53,105.18,79.09
140.35,162.12,118.16,108.78,80.64,60.65
76.72,52.53,69.63,65.51,59.12,100.44
126.63,98.7,92.53,105.18,79.09,104.26
162.12,118.16,108.78,80.64,60.65,124.54
52.53,69.63,65.51,59.12,100.44,47.83
98.7,92.53,105.18,79.09,104.26,111.85
69.63,65.51,59.12,100.44,47.83,56.29
92.53,105.18,79.09,104.26,111.85,140.0
65.51,59.12,100.44,47.83,56.29,61.55
105.18,79.09,104.26,111.85,140.0,77.26
59.12,100.44,47.83,56.29,61.55,75.46
79.09,104.26,111.85,140.0,77.26,150.4
100.44,47.83,56.29,61.55,75.46,51.82
104.26,111.85,140.0,77.26,150.4,95.11
47.83,56.29,61.55,75.46,51.82,59.36
111.85,140.0,77.26,150.4,95.11,101.37
56.29,61.55,75.46,51.82,59.36,55.14
140.0,77.26,150.4,95.11,101.37,95.21
61.55,75.46,51.82,59.36,55.14,166.6
77.26,150.4,95.11,101.37,95.21,130.64
75.46,51.82,59.36,55.14,166.6,71.24
150.4,95.11,101.37,95.21,130.64,109.22
51.82,59.36,55.14,166.6,71.24,80.48
95.11,101.37,95.21,130.64,109.22,129.05
59.36,55.14,166.6,71.24,80.48,55.0
101.37,95.21,130.64,109.22,129.05,153.14
55.14,166.6,71.24,80.48,55.0,75.9
95.21,130.64,109.22,129.05,153.14,102.44
166.6,71.24,80.48,55.0,75.9,64.18
130.64,109.22,129.05,153.14,102.44,157.75
71.24,80.48,55.0,75.9,64.18,59.91
109.22,129.05,153.14,102.44,157.75,125.86
80.48,55.0,75.9,64.18,59.91,84.61
129.05,153.14,102.44,157.75,125.86,144.25
55.0,75.9,64.18,59.91,84.61,65.09
153.14,102.44,157.75,125.86,144.25,139.69
75.9,64.18,59.91,84.61,65.09,96.96
102.44,157.75,125.86,144.25,139.69,117.23
64.18,59.91,84.61,65.09,96.96,58.27
157.75,125.86,144.25,139.69,117.23,120.3
59.91,84.61,65.09,96.96,58.27,61.96
125.86,144.25,139.69,117.23,120.3,139.27
84.61,65.09,96.96,58.27,61.96,68.63
144.25,139.69,117.23,120.3,139.27,180.11
65.09,96.96,58.27,61.96,68.63,51.47
139.69,117.23,120.3,139.27,180.11,149.5
142.19,128.89,204.5,175.41,183.94,179.37
96.96,58.27,61.96,68.63,51.47,80.41
117.23,120.3,139.27,180.11,149.5,123.97
128.89,204.5,175.41,183.94,179.37,206.28
58.27,61.96,68.63,51.47,80.41,59.21
120.3,139.27,180.11,149.5,123.97,137.99
61.96,68.63,51.47,80.41,59.21,99.08
139.27,180.11,149.5,123.97,137.99,134.4
186.91,127.39,104.56,131.39,86.23,57.6
68.63,51.47,80.41,59.21,99.08,66.41
180.11,149.5,123.97,137.99,134.4,175.42
127.39,104.56,131.39,86.23,57.6,163.93
51.47,80.41,59.21,99.08,66.41,65.7
149.5,123.97,137.99,134.4,175.42,98.85
104.56,131.39,86.23,57.6,163.93,155.27
80.41,59.21,99.08,66.41,65.7,59.02
123.97,137.99,134.4,175.42,98.85,114.75
131.39,86.23,57.6,163.93,155.27,95.89
59.21,99.08,66.41,65.7,59.02,99.24
137.99,134.4,175.42,98.85,114.75,148.26
86.23,57.6,163.93,155.27,95.89,180.36
99.08,66.41,65.7,59.02,99.24,64.66
134.4,175.42,98.85,114.75,148.26,88.86
57.6,163.93,155.27,95.89,180.36,97.33
66.41,65.7,59.02,99.24,64.66,39.51
175.42,98.85,114.75,148.26,88.86,72.12
163.93,155.27,95.89,180.36,97.33,135.9
65.7,59.02,99.24,64.66,39.51,70.76
98.85,114.75,148.26,88.86,72.12,89.74
155.27,95.89,180.36,97.33,135.9,70.81
59.02,99.24,64.66,39.51,70.76,47.57
114.75,148.26,88.86,72.12,89.74,90.57
99.24,64.66,39.51,70.76,47.57,93.97
148.26,88.86,72.12,89.74,90.57,78.69
64.66,39.51,70.76,47.57,93.97,74.75
88.86,72.12,89.74,90.57,78.69,153.52
39.51,70.76,47.57,93.97,74.75,38.85
29.64,83.02,55.28,64.6,97.3,98.64
83.02,55.28,64.6,97.3,98.64,91.96
55.28,64.6,97.3,98.64,91.96,79.57
64.6,97.3,98.64,91.96,79.57,94.51
97.3,98.64,91.96,79.57,94.51,120.26
82.09,113.05,119.13,138.17,128.09,120.03
98.64,91.96,79.57,94.51,120.26,54.53
113.05,119.13,138.17,128.09,120.03,114.45
91.96,79.57,94.51,120.26,54.53,76.31
119.13,138.17,128.09,120.03,114.45,111.12
79.57,94.51,120.26,54.53,76.31,73.35
138.17,128.09,120.03,114.45,111.12,184.27
94.51,120.26,54.53,76.31,73.35,55.98
128.09,120.03,114.45,111.12,184.27,120.55
120.26,54.53,76.31,73.35,55.98,64.12
120.03,114.45,111.12,184.27,120.55,101.69
54.53,76.31,73.35,55.98,64.12,56.6
114.45,111.12,184.27,120.55,101.69,75.9
76.31,73.35,55.98,64.12,56.6,64.7
119.74,101.05,113.29,97.0,95.84,87.22
111.12,184.27,120.55,101.69,75.9,124.86
73.35,55.98,64.12,56.6,64.7,54.74
101.05,113.29,97.0,95.84,87.22,81.52
184.27,120.55,101.69,75.9,124.86,94.49
55.98,64.12,56.6,64.7,54.74,61.51
113.29,97.0,95.84,87.22,81.52,82.38
120.55,101.69,75.9,124.86,94.49,139.32
64.12,56.6,64.7,54.74,61.51,52.68
97.0,95.84,87.22,81.52,82.38,110.27
101.69,75.9,124.86,94.49,139.32,92.98
56.6,64.7,54.74,61.51,52.68,47.15
95.84,87.22,81.52,82.38,110.27,103.06
75.9,124.86,94.49,139.32,92.98,108.17
64.7,54.74,61.51,52.68,47.15,70.91
87.22,81.52,82.38,110.27,103.06,99.29
124.86,94.49,139.32,92.98,108.17,60.94
54.74,61.51,52.68,47.15,70.91,65.56
81.52,82.38,110.27,103.06,99.29,174.98
94.49,139.32,92.98,108.17,60.94,80.66
61.51,52.68,47.15,70.91,65.56,54.7
82.38,110.27,103.06,99.29,174.98,136.2
139.32,92.98,108.17,60.94,80.66,124.36
52.68,47.15,70.91,65.56,54.7,95.19
110.27,103.06,99.29,174.98,136.2,98.37
92.98,108.17,60.94,80.66,124.36,131.7
47.15,70.91,65.56,54.7,95.19,56.0
103.06,99.29,174.98,136.2,98.37,100.86
108.17,60.94,80.66,124.36,131.7,131.93
70.91,65.56,54.7,95.19,56.0,91.49
99.29,174.98,136.2,98.37,100.86,103.11
60.94,80.66,124.36,131.7,131.93,107.03
65.56,54.7,95.19,56.0,91.49,52.42
174.98,136.2,98.37,100.86,103.11,76.72
80.66,124.36,131.7,131.93,107.03,127.92
54.7,95.19,56.0,91.49,52.42,54.43
136.2,98.37,100.86,103.11,76.72,132.44
124.36,131.7,131.93,107.03,127.92,82.89
95.19,56.0,91.49,52.42,54.43,59.02
98.37,100.86,103.11,76.72,132.44,114.39
131.7,131.93,107.03,127.92,82.89,78.57
56.0,91.49,52.42,54.43,59.02,76.39
100.86,103.11,76.72,132.44,114.39,113.94
131.93,107.03,127.92,82.89,78.57,111.4
91.49,52.42,54.43,59.02,76.39,63.53
103.11,76.72,132.44,114.39,113.94,121.55
107.03,127.92,82.89,78.57,111.4,119.86
52.42,54.43,59.02,76.39,63.53,89.77
76.72,132.44,114.39,113.94,121.55,117.94
127.92,82.89,78.57,111.4,119.86,94.74
54.43,59.02,76.39,63.53,89.77,75.5
132.44,114.39,113.94,121.55,117.94,110.1
82.89,78.57,111.4,119.86,94.74,123.0
59.02,76.39,63.53,89.77,75.5,71.77
114.39,113.94,121.55,117.94,110.1,106.03
78.57,111.4,119.86,94.74,123.0,98.03
76.39,63.53,89.77,75.5,71.77,110.92
113.94,121.55,117.94,110.1,106.03,118.04
111.4,119.86,94.74,123.0,98.03,137.82
63.53,89.77,75.5,71.77,110.92,109.46
121.55,117.94,110.1,106.03,118.04,90.57
119.86,94.74,123.0,98.03,137.82,115.07
89.77,75.5,71.77,110.92,109.46,109.12
117.94,110.1,106.03,118.04,90.57,102.63
94.74,123.0,98.03,137.82,115.07,162.83
75.5,71.77,110.92,109.46,109.12,104.96
110.1,106.03,118.04,90.57,102.63,141.02
123.0,98.03,137.82,115.07,162.83,128.59
71.77,110.92,109.46,109.12,104.96,70.25
106.03,118.04,90.57,102.63,141.02,102.3
98.03,137.82,115.07,162.83,128.59,156.16
110.92,109.46,109.12,104.96,70.25,77.16
118.04,90.57,102.63,141.02,102.3,136.63
137.82,115.07,162.83,128.59,156.16,106.33
109.46,109.12,104.96,70.25,77.16,81.6
90.57,102.63,141.02,102.3,136.63,106.71
115.07,162.83,128.59,156.16,106.33,94.48
109.12,104.96,70.25,77.16,81.6,79.39
102.63,141.02,102.3,136.63,106.71,125.02
162.83,128.59,156.16,106.33,94.48,64.9
104.96,70.25,77.16,81.6,79.39,114.78
141.02,102.3,136.63,106.71,125.02,95.51
128.59,156.16,106.33,94.48,64.9,138.64
70.25,77.16,81.6,79.39,114.78,59.82
102.3,136.63,106.71,125.02,95.51,134.55
156.16,106.33,94.48,64.9,138.64,101.33
77.16,81.6,79.39,114.78,59.82,58.86
136.63,106.71,125.02,95.51,134.55,90.39
106.33,94.48,64.9,138.64,101.33,104.72
81.6,79.39,114.78,59.82,58.86,66.9
106.71,125.02,95.51,134.55,90.39,125.76
94.48,64.9,138.64,101.33,104.72,158.48
79.39,114.78,59.82,58.86,66.9,61.41
125.02,95.51,134.55,90.39,125.76,117.22
64.9,138.64,101.33,104.72,158.48,80.75
114.78,59.82,58.86,66.9,61.41,56.24
95.51,134.55,90.39,125.76,117.22,85.67
138.64,101.33,104.72,158.48,80.75,94.46
59.82,58.86,66.9,61.41,56.24,39.31
134.55,90.39,125.76,117.22,85.67,79.08
58.86,66.9,61.41,56.24,39.31,58.73
90.39,125.76,117.22,85.67,79.08,124.65
66.9,61.41,56.24,39.31,58.73,41.1
125.76,117.22,85.67,79.08,124.65,115.59
61.41,56.24,39.31,58.73,41.1,101.36
56.24,39.31,58.73,41.1,101.36,54.79
39.31,58.73,41.1,101.36,54.79,49.58
58.73,41.1,101.36,54.79,49.58,38.4
41.1,101.36,54.79,49.58,38.4,24.46
101.36,54.79,49.58,38.4,24.46,196.21
54.79,49.58,38.4,24.46,196.21,51.36
49.58,38.4,24.46,196.21,51.36,31.58
38.4,24.46,196.21,51.36,31.58,58.17
59.52,46.67,39.84,36.37,23.06,77.4
46.67,39.84,36.37,23.06,77.4,74.66
39.84,36.37,23.06,77.4,74.66,91.73
36.37,23.06,77.4,74.66,91.73,79.57
23.06,77.4,74.66,91.73,79.57,94.0
77.4,74.66,91.73,79.57,94.0,82.92
74.66,91.73,79.57,94.0,82.92,123.38
91.73,79.57,94.0,82.92,123.38,215.36
79.57,94.0,82.92,123.38,215.36,86.85
94.0,82.92,123.38,215.36,86.85,65.98
89.15,141.44,104.39,82.27,101.52,130.04
82.92,123.38,215.36,86.85,65.98,52.55
126.31,124.09,120.17,133.92,116.52,125.74
141.44,104.39,82.27,101.52,130.04,80.94
123.38,215.36,86.85,65.98,52.55,88.27
124.09,120.17,133.92,116.52,125.74,110.86
104.39,82.27,101.52,130.04,80.94,91.48
215.36,86.85,65.98,52.55,88.27,74.62
120.17,133.92,116.52,125.74,110.86,104.76
82.27,101.52,130.04,80.94,91.48,79.99
86.85,65.98,52.55,88.27,74.62,76.87
133.92,116.52,125.74,110.86,104.76,79.35
101.52,130.04,80.94,91.48,79.99,152.98
65.98,52.55,88.27,74.62,76.87,62.77
116.52,125.74,110.86,104.76,79.35,97.8
130.04,80.94,91.48,79.99,152.98,103.02
52.55,88.27,74.62,76.87,62.77,48.13
125.74,110.86,104.76,79.35,97.8,111.92
80.94,91.48,79.99,152.98,103.02,106.1
88.27,74.62,76.87,62.77,48.13,76.95
110.86,104.76,79.35,97.8,111.92,105.41
91.48,79.99,152.98,103.02,106.1,160.39
74.62,76.87,62.77,48.13,76.95,43.47
104.76,79.35,97.8,111.92,105.41,105.73
79.99,152.98,103.02,106.1,160.39,75.0
76.87,62.77,48.13,76.95,43.47,64.37
79.35,97.8,111.92,105.41,105.73,77.4
152.98,103.02,106.1,160.39,75.0,113.44
62.77,48.13,76.95,43.47,64.37,107.41
97.8,111.92,105.41,105.73,77.4,93.83
103.02,106.1,160.39,75.0,113.44,89.52
48.13,76.95,43.47,64.37,107.41,55.04
111.92,105.41,105.73,77.4,93.83,88.88
106.1,160.39,75.0,113.44,89.52,122.96
76.95,43.47,64.37,107.41,55.04,97.36
105.41,105.73,77.4,93.83,88.88,104.96
160.39,75.0,113.44,89.52,122.96,179.15
43.47,64.37,107.41,55.04,97.36,62.09
105.73,77.4,93.83,88.88,104.96,145.68
75.0,113.44,89.52,122.96,179.15,142.63
64.37,107.41,55.04,97.36,62.09,69.23
77.4,93.83,88.88,104.96,145.68,113.82
113.44,89.52,122.96,179.15,142.63,131.31
107.41,55.04,97.36,62.09,69.23,49.91
93.83,88.88,104.96,145.68,113.82,111.67
89.52,122.96,179.15,142.63,131.31,153.31
55.04,97.36,62.09,69.23,49.91,68.59
88.88,104.96,145.68,113.82,111.67,102.94
122.96,179.15,142.63,131.31,153.31,115.09
97.36,62.09,69.23,49.91,68.59,55.41
104.96,145.68,113.82,111.67,102.94,152.55
179.15,142.63,131.31,153.31,115.09,101.6
62.09,69.23,49.91,68.59,55.41,71.56
145.68,113.82,111.67,102.94,152.55,139.94
142.63,131.31,153.31,115.09,101.6,80.55
69.23,49.91,68.59,55.41,71.56,90.56
113.82,111.67,102.94,152.55,139.94,116.67
131.31,153.31,115.09,101.6,80.55,121.73
49.91,68.59,55.41,71.56,90.56,51.73
111.67,102.94,152.55,139.94,116.67,99.86
153.31,115.09,101.6,80.55,121.73,112.94
68.59,55.41,71.56,90.56,51.73,87.2
102.94,152.55,139.94,116.67,99.86,97.97
115.09,101.6,80.55,121.73,112.94,120.08
55.41,71.56,90.56,51.73,87.2,80.88
152.55,139.94,116.67,99.86,97.97,114.05
101.6,80.55,121.73,112.94,120.08,94.0
71.56,90.56,51.73,87.2,80.88,95.17
139.94,116.67,99.86,97.97,114.05,112.2
80.55,121.73,112.94,120.08,94.0,130.69
90.56,51.73,87.2,80.88,95.17,82.45
116.67,99.86,97.97,114.05,112.2,115.49
121.73,112.94,120.08,94.0,130.69,116.13
51.73,87.2,80.88,95.17,82.45,100.75
99.86,97.97,114.05,112.2,115.49,104.29
112.94,120.08,94.0,130.69,116.13,121.09
87.2,80.88,95.17,82.45,100.75,93.05
97.97,114.05,112.2,115.49,104.29,191.66
120.08,94.0,130.69,116.13,121.09,104.3
80.88,95.17,82.45,100.75,93.05,59.87
114.05,112.2,115.49,104.29,191.66,91.59
94.0,130.69,116.13,121.09,104.3,81.26
95.17,82.45,100.75,93.05,59.87,53.74
112.2,115.49,104.29,191.66,91.59,100.07
130.69,116.13,121.09,104.3,81.26,111.7
82.45,100.75,93.05,59.87,53.74,79.15
115.49,104.29,191.66,91.59,100.07,244.83
116.13,121.09,104.3,81.26,111.7,256.88
100.75,93.05,59.87,53.74,79.15,68.27
104.29,191.66,91.59,100.07,244.83,337.12
121.09,104.3,81.26,111.7,256.88,98.22
93.05,59.87,53.74,79.15,68.27,77.83
191.66,91.59,100.07,244.83,337.12,153.52
104.3,81.26,111.7,256.88,98.22,180.03
59.87,53.74,79.15,68.27,77.83,92.33
91.59,100.07,244.83,337.12,153.52,116.57
81.26,111.7,256.88,98.22,180.03,118.63
53.74,79.15,68.27,77.83,92.33,47.38
100.07,244.83,337.12,153.52,116.57,163.49
111.7,256.88,98.22,180.03,118.63,157.26
79.15,68.27,77.83,92.33,47.38,63.72
244.83,337.12,153.52,116.57,163.49,205.75
256.88,98.22,180.03,118.63,157.26,153.96
68.27,77.83,92.33,47.38,63.72,58.83
337.12,153.52,116.57,163.49,205.75,114.05
98.22,180.03,118.63,157.26,153.96,108.09
77.83,92.33,47.38,63.72,58.83,65.05
153.52,116.57,163.49,205.75,114.05,156.28
92.33,47.38,63.72,58.83,65.05,47.58
116.57,163.49,205.75,114.05,156.28,118.14
47.38,63.72,58.83,65.05,47.58,58.5
163.49,205.75,114.05,156.28,118.14,92.29
63.72,58.83,65.05,47.58,58.5,61.15
205.75,114.05,156.28,118.14,92.29,147.53
114.05,156.28,118.14,92.29,147.53,80.67
156.28,118.14,92.29,147.53,80.67,83.06
135.94,111.42,137.08,77.17,73.64,116.51
55.89,64.15,56.91,84.17,88.32,82.51
64.15,56.91,84.17,88.32,82.51,78.57
56.91,84.17,88.32,82.51,78.57,92.61
84.17,88.32,82.51,78.57,92.61,78.45
188.91,163.32,126.57,237.34,315.1,194.78
163.32,126.57,237.34,315.1,194.78,133.6
126.57,237.34,315.1,194.78,133.6,122.91
237.34,315.1,194.78,133.6,122.91,120.06
333.27,170.66,148.06,157.26,149.08,145.87
315.1,194.78,133.6,122.91,120.06,145.21
170.66,148.06,157.26,149.08,145.87,133.12
194.78,133.6,122.91,120.06,145.21,138.15
133.6,122.91,120.06,145.21,138.15,102.45
122.91,120.06,145.21,138.15,102.45,116.33
120.06,145.21,138.15,102.45,116.33,125.18
145.21,138.15,102.45,116.33,125.18,140.86
138.15,102.45,116.33,125.18,140.86,125.9
102.45,116.33,125.18,140.86,125.9,198.15
48.53,72.98,76.18,52.36,53.79,76.32
116.33,125.18,140.86,125.9,198.15,113.66
72.98,76.18,52.36,53.79,76.32,66.93
125.18,140.86,125.9,198.15,113.66,97.81
76.18,52.36,53.79,76.32,66.93,58.97
140.86,125.9,198.15,113.66,97.81,163.79
52.36,53.79,76.32,66.93,58.97,51.04
125.9,198.15,113.66,97.81,163.79,110.61
53.79,76.32,66.93,58.97,51.04,88.28
198.15,113.66,97.81,163.79,110.61,130.99
76.32,66.93,58.97,51.04,88.28,55.34
113.66,97.81,163.79,110.61,130.99,174.51
112.73,134.49,146.53,131.24,183.85,210.84
66.93,58.97,51.04,88.28,55.34,52.39
134.49,146.53,131.24,183.85,210.84,133.06
58.97,51.04,88.28,55.34,52.39,68.47
146.53,131.24,183.85,210.84,133.06,124.08
51.04,88.28,55.34,52.39,68.47,64.47
131.24,183.85,210.84,133.06,124.08,135.59
88.28,55.34,52.39,68.47,64.47,71.22
183.85,210.84,133.06,124.08,135.59,151.66
55.34,52.39,68.47,64.47,71.22,81.97
210.84,133.06,124.08,135.59,151.66,167.47
212.12,232.31,221.43,148.52,199.62,132.32
52.39,68.47,64.47,71.22,81.97,86.08
133.06,124.08,135.59,151.66,167.47,100.53
68.47,64.47,71.22,81.97,86.08,82.88
124.08,135.59,151.66,167.47,100.53,205.19
64.47,71.22,81.97,86.08,82.88,81.44
135.59,151.66,167.47,100.53,205.19,82.83
71.22,81.97,86.08,82.88,81.44,87.66
151.66,167.47,100.53,205.19,82.83,131.93
81.97,86.08,82.88,81.44,87.66,76.33
167.47,100.53,205.19,82.83,131.93,115.49
86.08,82.88,81.44,87.66,76.33,81.0
100.53,205.19,82.83,131.93,115.49,103.03
82.88,81.44,87.66,76.33,81.0,83.44
205.19,82.83,131.93,115.49,103.03,89.06
81.44,87.66,76.33,81.0,83.44,75.26
91.6,115.57,125.65,132.84,119.18,131.03
82.83,131.93,115.49,103.03,89.06,142.65
87.66,76.33,81.0,83.44,75.26,76.05
115.57,125.65,132.84,119.18,131.03,149.64
131.93,115.49,103.03,89.06,142.65,137.61
76.33,81.0,83.44,75.26,76.05,113.95
125.65,132.84,119.18,131.03,149.64,148.47
115.49,103.03,89.06,142.65,137.61,136.29
81.0,83.44,75.26,76.05,113.95,62.02
132.84,119.18,131.03,149.64,148.47,142.43
103.03,89.06,142.65,137.61,136.29,218.13
83.44,75.26,76.05,113.95,62.02,75.3
119.18,131.03,149.64,148.47,142.43,114.65
89.06,142.65,137.61,136.29,218.13,115.8
75.26,76.05,113.95,62.02,75.3,61.62
131.03,149.64,148.47,142.43,114.65,98.67
142.65,137.61,136.29,218.13,115.8,93.13
76.05,113.95,62.02,75.3,61.62,71.36
149.64,148.47,142.43,114.65,98.67,117.53
137.61,136.29,218.13,115.8,93.13,136.39
113.95,62.02,75.3,61.62,71.36,68.37
148.47,142.43,114.65,98.67,117.53,85.19
136.29,218.13,115.8,93.13,136.39,146.21
62.02,75.3,61.62,71.36,68.37,55.68
142.43,114.65,98.67,117.53,85.19,278.38
218.13,115.8,93.13,136.39,146.21,109.45
75.3,61.62,71.36,68.37,55.68,57.5
114.65,98.67,117.53,85.19,278.38,113.22
115.8,93.13,136.39,146.21,109.45,123.06
61.62,71.36,68.37,55.68,57.5,60.88
98.67,117.53,85.19,278.38,113.22,69.71
93.13,136.39,146.21,109.45,123.06,78.29
71.36,68.37,55.68,57.5,60.88,70.23
117.53,85.19,278.38,113.22,69.71,92.89
136.39,146.21,109.45,123.06,78.29,144.12
68.37,55.68,57.5,60.88,70.23,49.68
85.19,278.38,113.22,69.71,92.89,213.16
146.21,109.45,123.06,78.29,144.12,132.7
55.68,57.5,60.88,70.23,49.68,44.38
109.45,123.06,78.29,144.12,132.7,157.51
57.5,60.88,70.23,49.68,44.38,41.58
123.06,78.29,144.12,132.7,157.51,127.2
60.88,70.23,49.68,44.38,41.58,38.79
78.29,144.12,132.7,157.51,127.2,70.66
70.23,49.68,44.38,41.58,38.79,48.12
144.12,132.7,157.51,127.2,70.66,246.26
49.68,44.38,41.58,38.79,48.12,73.58
132.7,157.51,127.2,70.66,246.26,374.15
157.51,127.2,70.66,246.26,374.15,162.63
43.0,59.77,398.58,51.87,44.87,74.71
59.77,398.58,51.87,44.87,74.71,41.71
398.58,51.87,44.87,74.71,41.71,59.76
51.87,44.87,74.71,41.71,59.76,60.58
44.87,74.71,41.71,59.76,60.58,68.89
74.71,41.71,59.76,60.58,68.89,49.6
41.71,59.76,60.58,68.89,49.6,84.08
59.76,60.58,68.89,49.6,84.08,72.5
60.58,68.89,49.6,84.08,72.5,160.99
68.89,49.6,84.08,72.5,160.99,90.35
49.6,84.08,72.5,160.99,90.35,69.62
84.08,72.5,160.99,90.35,69.62,94.34
152.51,192.8,151.3,171.91,143.3,157.55
72.5,160.99,90.35,69.62,94.34,64.21
192.8,151.3,171.91,143.3,157.55,132.8
160.99,90.35,69.62,94.34,64.21,78.08
151.3,171.91,143.3,157.55,132.8,105.52
90.35,69.62,94.34,64.21,78.08,62.84
171.91,143.3,157.55,132.8,105.52,301.94
150.27,128.22,145.05,142.04,153.89,151.91
69.62,94.34,64.21,78.08,62.84,71.8
143.3,157.55,132.8,105.52,301.94,138.79
128.22,145.05,142.04,153.89,151.91,192.54
94.34,64.21,78.08,62.84,71.8,82.64
157.55,132.8,105.52,301.94,138.79,113.92
145.05,142.04,153.89,151.91,192.54,150.98
64.21,78.08,62.84,71.8,82.64,68.57
132.8,105.52,301.94,138.79,113.92,104.39
142.04,153.89,151.91,192.54,150.98,94.59
78.08,62.84,71.8,82.64,68.57,52.0
105.52,301.94,138.79,113.92,104.39,114.53
153.89,151.91,192.54,150.98,94.59,110.54
62.84,71.8,82.64,68.57,52.0,66.06
301.94,138.79,113.92,104.39,114.53,122.59
151.91,192.54,150.98,94.59,110.54,121.34
71.8,82.64,68.57,52.0,66.06,64.1
138.79,113.92,104.39,114.53,122.59,118.64
192.54,150.98,94.59,110.54,121.34,127.35
82.64,68.57,52.0,66.06,64.1,58.81
113.92,104.39,114.53,122.59,118.64,100.04
150.98,94.59,110.54,121.34,127.35,71.7
68.57,52.0,66.06,64.1,58.81,67.3
104.39,114.53,122.59,118.64,100.04,90.45
94.59,110.54,121.34,127.35,71.7,89.97
52.0,66.06,64.1,58.81,67.3,75.09
114.53,122.59,118.64,100.04,90.45,147.62
110.54,121.34,127.35,71.7,89.97,120.29
66.06,64.1,58.81,67.3,75.09,64.13
122.59,118.64,100.04,90.45,147.62,113.94
121.34,127.35,71.7,89.97,120.29,159.72
64.1,58.81,67.3,75.09,64.13,64.45
118.64,100.04,90.45,147.62,113.94,159.14
127.35,71.7,89.97,120.29,159.72,172.23
58.81,67.3,75.09,64.13,64.45,71.25
100.04,90.45,147.62,113.94,159.14,115.03
71.7,89.97,120.29,159.72,172.23,167.51
67.3,75.09,64.13,64.45,71.25,101.94
90.45,147.62,113.94,159.14,115.03,139.27
